action,event_pk,rn,date,work_area,organization,project,survey,sampling_bout,site_id,lat,long,gather_lat,gather_long,collection_method,line_out_depth,pressure_transducer_depth,volume,collected,preserved,analyzed,lab_technician,project_specific_id,hakai_id,is_blank,is_solid_standard,filter_size_mm,filter_type,acetone_volume_ml,flurometer_serial_no,calibration,acid_ratio_correction_factor,acid_coefficient,calibration_slope,before_acid,after_acid,acid_flag,dilution_factor,chla,chla_flag,chla_final,phaeo,phaeo_flag,phaeo_final,analyzing_lab,comments,quality_log,row_flag,quality_level
,461395,1,2019-01-16,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,,,,30,29.7765068,250,2019-01-16 10:07:08,2019-01-16 10:10:18,2019-02-21 11:56:00,"bryn.fedje,emma.myers",,QCHL9119,,,,3um,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,2930.5,2191.62,,1,0.041779819,AV,0.041779819,0.061240458,AV,0.061240458,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadataQC'd by CM",Results,Technicianmr
,461395,1,2019-01-16,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,,,,30,29.7765068,250,2019-01-16 10:07:08,2019-01-16 10:10:18,2019-02-21 10:24:00,"bryn.fedje,emma.myers",,QCHL9120,,,,GF/F,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,4999.09,3589.02,,1,0.079732121,AV,0.079732121,0.08897497,AV,0.08897497,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadataQC'd by CM",Results,Technicianmr
,461395,1,2019-01-16,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,,,,30,29.7765068,250,2019-01-16 10:07:08,2019-01-16 10:10:18,2019-02-21 10:01:00,"bryn.fedje,emma.myers",,QCHL9121,,,,Bulk GF/F,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,9567.84,7141.55,,1,0.137194073,AV,0.137194073,0.198504843,AV,0.198504843,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadataQC'd by CM",Results,Technicianmr
,461395,1,2019-01-16,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,,,,100,91.3261744,250,2019-01-16 10:07:08,2019-01-16 10:10:18,2019-02-21 09:57:00,"bryn.fedje,emma.myers",,QCHL9122,,,,Bulk GF/F,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,3451.71,2908.48,,1,0.03071683,AV,0.03071683,0.106000491,AV,0.106000491,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadataQC'd by CM",Results,Technicianmr
,461396,1,2019-01-16,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,3,QU39,50.0307,-125.0992,,,,260,241.6654748,250,2019-01-16 11:00:17,2019-01-16 11:22:09,2019-02-21 10:33:00,"bryn.fedje,emma.myers",,QCHL9123,,,,Bulk GF/F,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,2128.27,1816.74,,1,0.0176154,AV,0.0176154,0.067783098,AV,0.067783098,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadataQC'd by CM",Results,Technicianmr
,457851,1,2019-01-16,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU45,50.1172664,-125.2198833,,,,20,,250,2019-01-16 14:00:20,2019-01-16 14:00:13,2019-02-21 11:59:00,"bryn.fedje,emma.myers",,QCHL9124,,,,Bulk GF/F,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,11389.92,8053.88,,1,0.188635702,,,0.189948609,,,HAKAI,,"1: CHL Metadata QCd by BF2: Event metadataQC'd by CM",Results,Technicianm
,458459,1,2019-01-17,QUADRA,HAKAI,OCEANOGRAPHY,QOME,1,QU43,50.33921037,-125.1176375,50.33417301,-125.1156936,,0,,250,2019-01-17 10:29:43,2019-01-17 11:00:23,2019-02-20 12:23:00,"bryn.fedje,carolyn.prentice,katie.pocock",,QCHL9038,,,,20um,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,4249.54,2873.37,,1,0.077815252,AV,0.077815252,0.057251672,AV,0.057251672,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadata QCd by BF",Results,Technicianmr
,458459,1,2019-01-17,QUADRA,HAKAI,OCEANOGRAPHY,QOME,1,QU43,50.33921037,-125.1176375,50.33417301,-125.1156936,,0,,250,2019-01-17 10:29:43,2019-01-17 11:00:23,2019-02-20 11:44:00,"bryn.fedje,carolyn.prentice,katie.pocock",,QCHL9039,,,,3um,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,6268.3,4225.84,,1,0.115490484,AV,0.115490484,0.083151254,AV,0.083151254,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadata QCd by BF",Results,Technicianmr
,458459,1,2019-01-17,QUADRA,HAKAI,OCEANOGRAPHY,QOME,1,QU43,50.33921037,-125.1176375,50.33417301,-125.1156936,,0,,250,2019-01-17 10:29:43,2019-01-17 11:00:23,2019-02-20 12:22:00,"bryn.fedje,carolyn.prentice,katie.pocock",,QCHL9040,,,,GF/F,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,8890.08,6108.63,,1,0.157276523,AV,0.157276523,0.12986849,AV,0.12986849,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadata QCd by BF",Results,Technicianmr
,458459,1,2019-01-17,QUADRA,HAKAI,OCEANOGRAPHY,QOME,1,QU43,50.33921037,-125.1176375,50.33417301,-125.1156936,,0,,250,2019-01-17 10:29:43,2019-01-17 11:00:23,2019-02-20 11:29:00,"bryn.fedje,carolyn.prentice,katie.pocock",,QCHL9041,,,,Bulk GF/F,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,13717.07,9267.13,,1,0.25162095,AV,0.25162095,0.183993937,AV,0.183993937,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadata QCd by BF",Results,Technicianmr
,458459,1,2019-01-17,QUADRA,HAKAI,OCEANOGRAPHY,QOME,1,QU43,50.33921037,-125.1176375,50.33417301,-125.1156936,,5,6.6472717,250,2019-01-17 10:29:43,2019-01-17 11:00:23,2019-02-20 11:09:00,"bryn.fedje,carolyn.prentice,katie.pocock",,QCHL9042,,,,20um,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,5642.6,3691.31,,1,0.110335295,AV,0.110335295,0.063180085,AV,0.063180085,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadata QCd by BF",Results,Technicianmr
,458459,1,2019-01-17,QUADRA,HAKAI,OCEANOGRAPHY,QOME,1,QU43,50.33921037,-125.1176375,50.33417301,-125.1156936,,5,6.6472717,250,2019-01-17 10:29:43,2019-01-17 11:00:23,2019-02-20 12:18:00,"bryn.fedje,carolyn.prentice,katie.pocock",,QCHL9043,,,,3um,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,6254.28,4218.09,,1,0.115135948,AV,0.115135948,0.08314149,AV,0.08314149,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadata QCd by BF",Results,Technicianmr
,458459,1,2019-01-17,QUADRA,HAKAI,OCEANOGRAPHY,QOME,1,QU43,50.33921037,-125.1176375,50.33417301,-125.1156936,,5,6.6472717,250,2019-01-17 10:29:43,2019-01-17 11:00:23,2019-02-20 12:24:00,"bryn.fedje,carolyn.prentice,katie.pocock",,QCHL9044,,,,GF/F,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,9789.41,6900.56,,1,0.163349434,AV,0.163349434,0.161021397,AV,0.161021397,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadata QCd by BF",Results,Technicianmr
,458459,1,2019-01-17,QUADRA,HAKAI,OCEANOGRAPHY,QOME,1,QU43,50.33921037,-125.1176375,50.33417301,-125.1156936,,5,6.6472717,250,2019-01-17 10:29:43,2019-01-17 11:00:23,2019-02-20 11:13:00,"bryn.fedje,carolyn.prentice,katie.pocock",,QCHL9045,,,,Bulk GF/F,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,13922.57,9229.88,,1,0.265347199,AV,0.265347199,0.168516697,AV,0.168516697,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadata QCd by BF",Results,Technicianmr
,458459,1,2019-01-17,QUADRA,HAKAI,OCEANOGRAPHY,QOME,1,QU43,50.33921037,-125.1176375,50.33417301,-125.1156936,,10,10.5155361,250,2019-01-17 10:29:43,2019-01-17 11:00:23,2019-02-20 12:12:00,"bryn.fedje,carolyn.prentice,katie.pocock",,QCHL9046,,,,20um,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,4125.53,2793.4,,1,0.075325019,AV,0.075325019,0.055982799,AV,0.055982799,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadata QCd by BF",Results,Technicianmr
,458459,1,2019-01-17,QUADRA,HAKAI,OCEANOGRAPHY,QOME,1,QU43,50.33921037,-125.1176375,50.33417301,-125.1156936,,10,10.5155361,250,2019-01-17 10:29:43,2019-01-17 11:00:23,2019-02-20 12:21:00,"bryn.fedje,carolyn.prentice,katie.pocock",,QCHL9047,,,,3um,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,6418.35,4286.68,,1,0.120534845,AV,0.120534845,0.080966765,AV,0.080966765,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadata QCd by BF",Results,Technicianmr
,458459,1,2019-01-17,QUADRA,HAKAI,OCEANOGRAPHY,QOME,1,QU43,50.33921037,-125.1176375,50.33417301,-125.1156936,,10,10.5155361,250,2019-01-17 10:29:43,2019-01-17 11:00:23,2019-02-20 11:15:00,"bryn.fedje,carolyn.prentice,katie.pocock",,QCHL9048,,,,GF/F,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,9670.8,6669.85,,1,0.169688106,AV,0.169688106,0.143837867,AV,0.143837867,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadata QCd by BF",Results,Technicianmr
,458459,1,2019-01-17,QUADRA,HAKAI,OCEANOGRAPHY,QOME,1,QU43,50.33921037,-125.1176375,50.33417301,-125.1156936,,10,10.5155361,250,2019-01-17 10:29:43,2019-01-17 11:00:23,2019-02-20 11:14:00,"bryn.fedje,carolyn.prentice,katie.pocock",,QCHL9049,,,,Bulk GF/F,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,16404.82,11193.68,,1,0.294662849,AV,0.294662849,0.231512315,AV,0.231512315,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadata QCd by BF",Results,Technicianmr
,458459,1,2019-01-17,QUADRA,HAKAI,OCEANOGRAPHY,QOME,1,QU43,50.33921037,-125.1176375,50.33417301,-125.1156936,,20,19.9862155,250,2019-01-17 10:29:43,2019-01-17 11:00:23,2019-02-20 11:40:00,"bryn.fedje,carolyn.prentice,katie.pocock",,QCHL9050,,,,20um,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,3566.05,2605.56,,1,0.054310711,AV,0.054310711,0.068167416,AV,0.068167416,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadata QCd by BF",Results,Technicianmr
,458459,1,2019-01-17,QUADRA,HAKAI,OCEANOGRAPHY,QOME,1,QU43,50.33921037,-125.1176375,50.33417301,-125.1156936,,20,19.9862155,250,2019-01-17 10:29:43,2019-01-17 11:00:23,2019-02-20 11:10:00,"bryn.fedje,carolyn.prentice,katie.pocock",,QCHL9051,,,,3um,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,2709.31,2024.56,,1,0.038719049,AV,0.038719049,0.05644833,AV,0.05644833,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadata QCd by BF",Results,Technicianmr
,458459,1,2019-01-17,QUADRA,HAKAI,OCEANOGRAPHY,QOME,1,QU43,50.33921037,-125.1176375,50.33417301,-125.1156936,,20,19.9862155,250,2019-01-17 10:29:43,2019-01-17 11:00:23,2019-02-20 11:16:00,"bryn.fedje,carolyn.prentice,katie.pocock",,QCHL9052,,,,GF/F,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,6305.83,4580.42,,1,0.097562957,AV,0.097562957,0.117746329,AV,0.117746329,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadata QCd by BF",Results,Technicianmr
,458459,1,2019-01-17,QUADRA,HAKAI,OCEANOGRAPHY,QOME,1,QU43,50.33921037,-125.1176375,50.33417301,-125.1156936,,20,19.9862155,250,2019-01-17 10:29:43,2019-01-17 11:00:23,2019-02-20 11:58:00,"bryn.fedje,carolyn.prentice,katie.pocock",,QCHL9053,,,,Bulk GF/F,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,14064.69,10102.24,,1,0.224055927,AV,0.224055927,0.250814516,AV,0.250814516,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadata QCd by BF",Results,Technicianmr
,458458,1,2019-01-17,QUADRA,HAKAI,OCEANOGRAPHY,QOME,2,QU43,50.33921037,-125.1176375,50.34198949,-125.1174225,,30,,250,2019-01-17 11:16:24,2019-01-17 11:57:14,2019-02-20 11:19:00,"bryn.fedje,carolyn.prentice,katie.pocock",,QCHL9054,,,,20um,10,720000982,2018-05-04 00:00:00,2.202915677,1.831313466,0.000641704,2528.24,1877.45,,1,0.036798788,AV,0.036798788,0.051453472,AV,0.051453472,HAKAI,,"1: CHL sample metadata has been QCd by BF2: Event metadata QCd by BF",Results,Technicianmr
