action,event_pk,rn,date,work_area,organization,project,survey,sampling_bout,site_id,source,project_specific_id,hakai_id,line_out_depth,pressure_transducer_depth,collected,preserved,analyzed,acidified,volume,lab_technician,filter_portion,pre_weight_mg,post_weight_mg,filter_size_mm,filter_type,extraction_duration,extraction_method,initial_extraction_volume,volume_filtered_ml,final_extraction_volume,tac_peak,_19_but,_19_hex,alpha_carotene,alloxanthin,antheraxanthin,beta_carotene,c2mgdg,chl_a,chl_b,chl_c1,chl_c1_c2,chl_c2,chl_c3,chl_ide_a,chla_allomer,chla_prime,diadinoxanthin,diatoxanthin,dv_chl_a,fuco,gyroxanthin_diester,lutein,me_chlide,mgdvp,neoxanthin,peri,phbide,phphyt,prasinoxanthin,violaxanthin,zeaxanthin,total_chl_a,all_chl_a,all_chl_a_flag,analyzing_lab,row_flag,quality_level,comments,quality_log
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8873,5,4.9351562,2021-04-05T09:54:00.000Z,2021-04-05T13:17:00.000Z,,,1000,carolyn.prentice;eva.jordison;Zoe Sandwith,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC metadata QCd by MA
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8874,10,10.1227481,2021-04-05T09:54:00.000Z,2021-04-05T13:17:00.000Z,,,1000,carolyn.prentice;eva.jordison;Zoe Sandwith,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC metadata QCd by MA
,13864752,1,2021-04-10,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,,CX8286,5,5.2879458,2021-04-10T09:31:00.000Z,2021-04-10T13:32:00.000Z,,,1000,chris.osullivan;eva.jordison;Finn Short,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event QC'd by CO2: hplc metadata qcd by cm
,15130288,1,2021-04-12,CALVERT,HAKAI,OCEANOGRAPHY,RVRS,1,DFO2,M,,CX8287,5,7.2715952,2021-04-12T10:39:00.000Z,2021-04-12T14:01:00.000Z,,,1000,chris.osullivan;eva.jordison,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event QC'd by CO2: hplc metadata qcd by cm
,15131694,1,2021-04-14,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8875,0,,2021-04-14T10:08:00.000Z,2021-04-14T14:06:00.000Z,,,1000,jonathan.bergshoeff;katie.pocock;meagan.abele,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by MA2: HPLC metadata QCd by MA
,15131694,1,2021-04-14,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8876,5,6.1112483,2021-04-14T10:08:00.000Z,2021-04-14T14:06:00.000Z,,,1000,jonathan.bergshoeff;katie.pocock;meagan.abele,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by MA2: HPLC metadata QCd by MA
,15131694,1,2021-04-14,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8877,10,11.0770615,2021-04-14T10:08:00.000Z,2021-04-14T14:06:00.000Z,,,1000,jonathan.bergshoeff;katie.pocock;meagan.abele,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by MA2: HPLC metadata QCd by MA
,15131694,1,2021-04-14,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8878,20,20.3781103,2021-04-14T10:08:00.000Z,2021-04-14T14:06:00.000Z,,,1000,jonathan.bergshoeff;katie.pocock;meagan.abele,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by MA2: HPLC metadata QCd by MA
,15131694,1,2021-04-14,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8879,30,,2021-04-14T10:08:00.000Z,2021-04-14T14:06:00.000Z,,,1000,jonathan.bergshoeff;katie.pocock;meagan.abele,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by MA2: HPLC metadata QCd by MA
,15130250,1,2021-04-15,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,M,,QX8880,0,,2021-04-15T12:01:00.000Z,2021-04-15T17:05:00.000Z,,,980,carolyn.prentice;faye.manning;jonathan.bergshoeff,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC metadata QCd by MA
,15130250,1,2021-04-15,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,M,,QX8881,5,5.7030017,2021-04-15T12:01:00.000Z,2021-04-15T17:05:00.000Z,,,1000,carolyn.prentice;faye.manning;jonathan.bergshoeff,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC metadata QCd by MA
,15130250,1,2021-04-15,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,M,,QX8882,10,10.0558334,2021-04-15T12:01:00.000Z,2021-04-15T17:05:00.000Z,,,1000,carolyn.prentice;faye.manning;jonathan.bergshoeff,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC metadata QCd by MA
,15130016,1,2021-04-19,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,2,QU39,M,,QX8883,0,,2021-04-19T10:58:00.000Z,2021-04-19T13:58:00.000Z,,,1000,eva.jordison;meagan.abele,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: HPLC metadata QCd by MA
,15130016,1,2021-04-19,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,2,QU39,M,,QX8884,5,5.6464674,2021-04-19T10:58:00.000Z,2021-04-19T13:58:00.000Z,,,1000,eva.jordison;meagan.abele,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: HPLC metadata QCd by MA
,15130016,1,2021-04-19,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,2,QU39,M,,QX8885,10,9.2561452,2021-04-19T10:58:00.000Z,2021-04-19T13:58:00.000Z,,,1000,eva.jordison;meagan.abele,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: HPLC metadata QCd by MA
,15130021,1,2021-04-26,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8895,0,,2021-04-26T10:24:00.000Z,2021-04-26T14:50:00.000Z,,,1000,Zoe Sandwith,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: HPLC metadata QCd by MA
,15130021,1,2021-04-26,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8894,5,,2021-04-26T10:24:00.000Z,2021-04-26T14:50:00.000Z,,,1000,Zoe Sandwith,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: HPLC metadata QCd by MA
,15130021,1,2021-04-26,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8893,10,,2021-04-26T10:24:00.000Z,2021-04-26T14:50:00.000Z,,,1000,Zoe Sandwith,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: HPLC metadata QCd by MA
,15130021,1,2021-04-26,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8892,20,,2021-04-26T10:24:00.000Z,2021-04-26T14:50:00.000Z,,,1000,Zoe Sandwith,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: HPLC metadata QCd by MA
,15130021,1,2021-04-26,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8891,30,,2021-04-26T10:24:00.000Z,2021-04-26T14:50:00.000Z,,,1000,Zoe Sandwith,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: HPLC metadata QCd by MA
,15130005,1,2021-05-04,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8886,0,,2021-05-04T10:08:00.000Z,2021-05-04T13:41:00.000Z,,,1000,eva.jordison;jonathan.bergshoeff,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC metadata QCd by MA
,15130005,1,2021-05-04,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8887,5,5.0579462,2021-05-04T10:08:00.000Z,2021-05-04T13:41:00.000Z,,,1000,eva.jordison;jonathan.bergshoeff,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC metadata QCd by MA
,15130005,1,2021-05-04,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8888,10,10.0481598,2021-05-04T10:08:00.000Z,2021-05-04T13:41:00.000Z,,,1000,eva.jordison;jonathan.bergshoeff,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC metadata QCd by MA
,15130224,1,2021-05-06,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,,CX8288,5,5.3893507,2021-05-06T09:17:00.000Z,2021-05-06T13:17:00.000Z,,,1000,chris.mackenzie;chris.osullivan;Sejal Pramlall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by MA2: HPLC metadata QCd by MA
,15130996,1,2021-05-09,CALVERT,HAKAI,OCEANOGRAPHY,RVRS,1,DFO2,M,,CX8289,5,4.8158678,2021-05-09T12:24:00.000Z,2021-05-09T15:53:00.000Z,,,1000,chris.mackenzie;meagan.abele;Sejal Pramlall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by MA2: HPLC metadata QCd by MA
,15131576,1,2021-05-12,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,M,,QX8889,0,,2021-05-12T11:15:00.000Z,2021-05-12T16:00:00.000Z,,,1000,carolyn.prentice;faye.manning;katie.pocock,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by FM2: HPLC metadata QCd by MA
,15131576,1,2021-05-12,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,M,,QX8890,5,5.3866856,2021-05-12T11:15:00.000Z,2021-05-12T16:00:00.000Z,,,950,carolyn.prentice;faye.manning;katie.pocock,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by FM2: HPLC metadata QCd by MA
,15131576,1,2021-05-12,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,M,,QX8896,10,10.7482422,2021-05-12T11:15:00.000Z,2021-05-12T16:00:00.000Z,,,1000,carolyn.prentice;faye.manning;katie.pocock,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by FM2: HPLC metadata QCd by MA
,15132757,1,2021-05-19,QUADRA,HAKAI,OCEANOGRAPHY;NONE,QOMA1;ZOOPSPRINT,1,QU39,M,,QX8897,0,,2021-05-19T10:17:00.000Z,2021-05-19T15:58:00.000Z,,,1000,carrie.weekes;eva.jordison;isabelle.desmarais;zoe.sandwith,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event Metadata QCd by ZS
,15132757,1,2021-05-19,QUADRA,HAKAI,OCEANOGRAPHY;NONE,QOMA1;ZOOPSPRINT,1,QU39,M,,QX8898,5,5.855589,2021-05-19T10:17:00.000Z,2021-05-19T15:58:00.000Z,,,1000,carrie.weekes;eva.jordison;isabelle.desmarais;zoe.sandwith,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event Metadata QCd by ZS
,15132757,1,2021-05-19,QUADRA,HAKAI,OCEANOGRAPHY;NONE,QOMA1;ZOOPSPRINT,1,QU39,M,,QX8899,10,10.2530141,2021-05-19T10:17:00.000Z,2021-05-19T15:58:00.000Z,,,1000,carrie.weekes;eva.jordison;isabelle.desmarais;zoe.sandwith,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event Metadata QCd by ZS
,15132757,1,2021-05-19,QUADRA,HAKAI,OCEANOGRAPHY;NONE,QOMA1;ZOOPSPRINT,1,QU39,M,,QX8900,20,19.9113071,2021-05-19T10:17:00.000Z,2021-05-19T15:58:00.000Z,,,1000,carrie.weekes;eva.jordison;isabelle.desmarais;zoe.sandwith,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event Metadata QCd by ZS
,15132757,1,2021-05-19,QUADRA,HAKAI,OCEANOGRAPHY;NONE,QOMA1;ZOOPSPRINT,1,QU39,M,,QX8901,30,,2021-05-19T10:17:00.000Z,2021-05-19T15:58:00.000Z,,,1000,carrie.weekes;eva.jordison;isabelle.desmarais;zoe.sandwith,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event Metadata QCd by ZS
,15786698,1,2021-05-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8902,0,,2021-05-28T09:59:00.000Z,2021-05-28T13:35:00.000Z,,,1000,eva.jordison;isabelle.desmarais;natalie.mahara,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC metadata QCd by MA
,15786698,1,2021-05-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8903,5,5.8617158,2021-05-28T09:59:00.000Z,2021-05-28T13:35:00.000Z,,,1000,eva.jordison;isabelle.desmarais;natalie.mahara,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC metadata QCd by MA
,15786698,1,2021-05-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8904,10,10.2944205,2021-05-28T09:59:00.000Z,2021-05-28T13:35:00.000Z,,,1000,eva.jordison;isabelle.desmarais;natalie.mahara,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC metadata QCd by MA
,15786698,1,2021-05-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8905,20,19.8490886,2021-05-28T09:59:00.000Z,2021-05-28T13:35:00.000Z,,,1000,eva.jordison;isabelle.desmarais;natalie.mahara,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC metadata QCd by MA
,15786698,1,2021-05-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8906,30,29.3126676,2021-05-28T09:59:00.000Z,2021-05-28T13:35:00.000Z,,,1000,eva.jordison;isabelle.desmarais;natalie.mahara,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC metadata QCd by MA
,15148324,1,2021-06-01,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8907,0,,2021-06-01T09:45:00.000Z,2021-06-01T13:48:00.000Z,,,1000,eva.jordison;jonathan.bergshoeff;meagan.abele;Rumer Opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event metadata QCd by RO
,15148324,1,2021-06-01,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8908,5,5.6307503,2021-06-01T09:45:00.000Z,2021-06-01T13:48:00.000Z,,,1000,eva.jordison;jonathan.bergshoeff;meagan.abele;Rumer Opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event metadata QCd by RO
,15148324,1,2021-06-01,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8909,10,14.5290104,2021-06-01T09:45:00.000Z,2021-06-01T13:48:00.000Z,,,1000,eva.jordison;jonathan.bergshoeff;meagan.abele;Rumer Opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event metadata QCd by RO
,15785806,1,2021-06-03,CALVERT,HAKAI,NONE,PROCESS STUDY - QCS,1,QCS01,M,,CX8290,0,,2021-06-03T08:46:00.000Z,2021-06-03T14:58:00.000Z,,,1000,chris.osullivan;eva.jordison,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC metadata QC'd by CO
,15785808,1,2021-06-03,CALVERT,HAKAI,NONE,PROCESS STUDY - QCS,1,QCS07,M,,CX8294,0,,2021-06-03T13:02:00.000Z,2021-06-03T16:26:00.000Z,,,1000,chris.osullivan;eva.jordison,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC metadata QC'd by CO
,15785806,1,2021-06-03,CALVERT,HAKAI,NONE,PROCESS STUDY - QCS,1,QCS01,M,,CX8291,5,,2021-06-03T08:46:00.000Z,2021-06-03T14:58:00.000Z,,,980,chris.osullivan;eva.jordison,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC metadata QC'd by CO
,15785808,1,2021-06-03,CALVERT,HAKAI,NONE,PROCESS STUDY - QCS,1,QCS07,M,,CX8295,5,,2021-06-03T13:02:00.000Z,2021-06-03T16:26:00.000Z,,,1000,chris.osullivan;eva.jordison,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC metadata QC'd by CO
,15148358,1,2021-06-03,CALVERT,HAKAI,NONE;NONE,PROCESS STUDY - QCS;QCS PROCESS STUDY,1,QCS05,M,,CX8292,0,,2021-06-03T10:26:00.000Z,2021-06-03T16:23:00.000Z,,,1000,chris.osullivan;eva.jordison,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC metadata QC'd by CO
,15148358,1,2021-06-03,CALVERT,HAKAI,NONE;NONE,PROCESS STUDY - QCS;QCS PROCESS STUDY,1,QCS05,M,,CX8293,5,,2021-06-03T10:26:00.000Z,2021-06-03T16:23:00.000Z,,,980,chris.osullivan;eva.jordison,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC metadata QC'd by CO
,15785853,1,2021-06-05,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,,CX8296,5,4.9385141,2021-06-05T08:39:00.000Z,2021-06-05T11:31:00.000Z,,,1000,carrie.weekes;chris.mackenzie;chris.osullivan;eva.jordison,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by CM2: HPLC metadata QC'd by CO
,15785817,1,2021-06-06,CALVERT,HAKAI,OCEANOGRAPHY,RVRS,1,DFO2,M,,CX8297,5,5.2605069,2021-06-06T11:10:00.000Z,2021-06-06T15:11:00.000Z,,,1000,chris.mackenzie;eva.jordison,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC metadata QC'd by CO
,15786126,1,2021-06-09,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8910,0,0.6729486,2021-06-09T10:06:00.000Z,2021-06-09T13:00:00.000Z,,,1000,faye.manning,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event metadata QCd by RO2: redropped a niskin to 20m to collect 1L more water for POMS FA
,15786126,1,2021-06-09,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8911,5,5.3429393,2021-06-09T10:06:00.000Z,2021-06-09T13:00:00.000Z,,,1000,faye.manning,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event metadata QCd by RO2: redropped a niskin to 20m to collect 1L more water for POMS FA
,15786126,1,2021-06-09,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8912,10,10.3886708,2021-06-09T10:06:00.000Z,2021-06-09T13:00:00.000Z,,,1000,faye.manning,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event metadata QCd by RO2: redropped a niskin to 20m to collect 1L more water for POMS FA
,15786126,1,2021-06-09,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8913,20,19.2287401,2021-06-09T10:06:00.000Z,2021-06-09T13:00:00.000Z,,,1000,faye.manning,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event metadata QCd by RO2: redropped a niskin to 20m to collect 1L more water for POMS FA
,15786126,1,2021-06-09,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8914,30,28.9164771,2021-06-09T10:06:00.000Z,2021-06-09T13:00:00.000Z,,,1000,faye.manning,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event metadata QCd by RO2: redropped a niskin to 20m to collect 1L more water for POMS FA
,15785953,1,2021-06-10,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,M,,QX8915,0,,2021-06-10T10:02:00.000Z,2021-06-10T11:20:00.000Z,,,1000,carolyn.prentice;faye.manning,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event Metadata QCd by FM
,15785953,1,2021-06-10,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,M,,QX8916,5,6.1971871,2021-06-10T10:02:00.000Z,2021-06-10T11:20:00.000Z,,,1000,carolyn.prentice;faye.manning,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event Metadata QCd by FM
,15785953,1,2021-06-10,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,M,,QX8917,10,,2021-06-10T10:02:00.000Z,2021-06-10T11:20:00.000Z,,,1000,carolyn.prentice;faye.manning,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event Metadata QCd by FM
,15786630,1,2021-06-15,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8918,0,,2021-06-15T09:42:00.000Z,2021-06-15T14:02:00.000Z,,,1000,eva.jordison;jonathan.bergshoeff;meagan.abele;rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event metadata QCd by RO
,15786632,1,2021-06-15,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,2,QU39,M,,QX8919,5,3.2544876,2021-06-15T09:55:00.000Z,2021-06-15T13:57:00.000Z,,,1000,eva.jordison;jonathan.bergshoeff;meagan.abele;rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event metadata QCd by RO
,15786630,1,2021-06-15,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8920,10,9.6390783,2021-06-15T09:42:00.000Z,2021-06-15T14:02:00.000Z,,,1000,eva.jordison;jonathan.bergshoeff;meagan.abele;rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event metadata QCd by RO
,16425176,1,2021-06-22,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8921,0,,2021-06-22T09:51:00.000Z,2021-06-22T13:20:00.000Z,,,1000,rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event metadata QCd by EJ
,16425176,1,2021-06-22,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8922,5,5.5105045,2021-06-22T09:51:00.000Z,2021-06-22T13:20:00.000Z,,,1000,rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event metadata QCd by EJ
,16425176,1,2021-06-22,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8923,10,,2021-06-22T09:51:00.000Z,2021-06-22T13:20:00.000Z,,,1000,rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event metadata QCd by EJ
,16425176,1,2021-06-22,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8924,20,19.7988343,2021-06-22T09:51:00.000Z,2021-06-22T13:20:00.000Z,,,1000,rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event metadata QCd by EJ
,16425176,1,2021-06-22,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8925,30,30.1417557,2021-06-22T09:51:00.000Z,2021-06-22T13:20:00.000Z,,,1000,rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event metadata QCd by EJ
