action,event_pk,rn,date,work_area,organization,project,survey,sampling_bout,site_id,lat,long,gather_lat,gather_long,collection_method,line_out_depth,pressure_transducer_depth,volume,collected,preserved,analyzed,lab_technician,project_specific_id,hakai_id,is_blank,is_solid_standard,filter_size_mm,filter_type,acetone_volume_ml,flurometer_serial_no,calibration,acid_ratio_correction_factor,acid_coefficient,calibration_slope,before_acid,after_acid,acid_flag,dilution_factor,chla,chla_flag,chla_final,phaeo,phaeo_flag,phaeo_final,analyzing_lab,row_flag,quality_level,comments,quality_log
,11332895,1,2021-01-06,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0315,-125.10048,,5,5.7747564,250,2021-01-06T18:22:00.000Z,2021-01-06T21:36:00.000Z,2021-01-16T20:39:18.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12110,,,,GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,13156.87,10488.87,,1,0.1273564022985781,,,0.24338520511784592,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
,11332895,1,2021-01-06,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0315,-125.10048,,5,5.7747564,250,2021-01-06T18:22:00.000Z,2021-01-06T21:36:00.000Z,2021-01-16T20:40:04.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12111,,,,Bulk GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,20933.65,16087.49,,1,0.2313303982620979,,,0.3373011036914628,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
,11332895,1,2021-01-06,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0315,-125.10048,,10,10.6903811,250,2021-01-06T18:22:00.000Z,2021-01-06T21:36:00.000Z,2021-01-16T20:40:40.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12112,,,,20um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,2363.97,1847.06,,1,0.024674586923597447,,,0.04061194950926711,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
,11332895,1,2021-01-06,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0315,-125.10048,,10,10.6903811,250,2021-01-06T18:22:00.000Z,2021-01-06T21:36:00.000Z,2021-01-16T20:41:23.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12113,,,,3um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,4637.5,3457.13,,1,0.05634470636475735,,,0.0658516725824068,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
,11332895,1,2021-01-06,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0315,-125.10048,,10,10.6903811,250,2021-01-06T18:22:00.000Z,2021-01-06T21:36:00.000Z,2021-01-16T20:42:03.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12114,,,,GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,13930.81,10444.78,,1,0.16640488722073168,,,0.20277830661339125,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
,11332895,1,2021-01-06,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0315,-125.10048,,10,10.6903811,250,2021-01-06T18:22:00.000Z,2021-01-06T21:36:00.000Z,2021-01-16T20:42:40.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12115,,,,Bulk GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,19889.05,15890.82,,1,0.19085464331418436,,,0.37082532316123745,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
,11332895,1,2021-01-06,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0315,-125.10048,,20,20.1404102,250,2021-01-06T18:22:00.000Z,2021-01-06T21:36:00.000Z,2021-01-16T20:43:34.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12116,,,,20um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,2079.47,1597.75,,1,0.02299479989328,,,0.03347957754200057,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
,11332895,1,2021-01-06,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0315,-125.10048,,20,20.1404102,250,2021-01-06T18:22:00.000Z,2021-01-06T21:36:00.000Z,2021-01-16T20:44:17.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12117,,,,3um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,4341.88,3302.85,,1,0.04959787206907481,,,0.06714529645673736,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
,11332895,1,2021-01-06,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0315,-125.10048,,20,20.1404102,250,2021-01-06T18:22:00.000Z,2021-01-06T21:36:00.000Z,2021-01-16T20:45:06.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12118,,,,GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,10391.88,8545.99,,1,0.08811315945986593,,,0.21395503945619312,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
,11332895,1,2021-01-06,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0315,-125.10048,,20,20.1404102,250,2021-01-06T18:22:00.000Z,2021-01-06T21:36:00.000Z,2021-01-16T20:45:57.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12119,,,,Bulk GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,16450.27,13146.73,,1,0.1576937665852491,,,0.3069930693150644,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
,11332895,1,2021-01-06,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0315,-125.10048,,30,30.4734991,250,2021-01-06T18:22:00.000Z,2021-01-06T21:36:00.000Z,2021-01-16T20:46:36.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12120,,,,20um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,2533.12,2025,,1,0.024254998176894117,,,0.047321039567711214,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
,11332895,1,2021-01-06,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0315,-125.10048,,30,30.4734991,250,2021-01-06T18:22:00.000Z,2021-01-06T21:36:00.000Z,2021-01-16T20:47:37.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12121,,,,3um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,4080.93,3094.89,,1,0.04706840589298723,,,0.0623241686528901,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
,11332895,1,2021-01-06,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0315,-125.10048,,30,30.4734991,250,2021-01-06T18:22:00.000Z,2021-01-06T21:36:00.000Z,2021-01-16T20:48:15.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12122,,,,GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,9198.5,7457.43,,1,0.08310959945651625,,,0.1804821492633613,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
,11332895,1,2021-01-06,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0315,-125.10048,,30,30.4734991,250,2021-01-06T18:22:00.000Z,2021-01-06T21:36:00.000Z,2021-01-16T20:49:00.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12123,,,,Bulk GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,14828.39,12031.48,,1,0.13350989323572565,,,0.29175710261783677,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
,11332896,1,2021-01-06,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,3,QU39,50.0307000000001,-125.0992,50.031095,-125.099012,,100,98.5779251,250,2021-01-06T19:09:00.000Z,2021-01-06T21:37:00.000Z,2021-01-16T22:28:23.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12124,,,,Bulk GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,9673.54,8570.73,,1,0.05264239655880618,,,0.25030026713443876,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
,11332896,1,2021-01-06,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,3,QU39,50.0307000000001,-125.0992,50.031095,-125.099012,,260,254.3115123,250,2021-01-06T19:09:00.000Z,2021-01-06T21:37:00.000Z,2021-01-16T22:27:54.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12125,,,,Bulk GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,5093.21,4986.5,,1,0.00509377874410842,,,0.17116000506501475,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
,11333947,1,2021-01-11,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505000000001,-127.9516,51.651099,-127.948051,,0,,250,2021-01-11T17:47:59.000Z,2021-01-11T19:58:19.000Z,2021-06-13T01:18:00.000Z,chris.mackenzie;chris.osullivan;jonathan.bergshoeff,,CHL13413,,,,20um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,3999.31,2788.16,,1,0.057813982999971085,,,0.04073685423360853,,,HAKAI,Results,Technicianm,,1: CHL QCd by CM2: Event metadata QCd by CM
,11333947,1,2021-01-11,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505000000001,-127.9516,51.651099,-127.948051,,0,,250,2021-01-11T17:47:59.000Z,2021-01-11T19:58:19.000Z,2021-06-13T01:16:18.000Z,chris.mackenzie;chris.osullivan;jonathan.bergshoeff,,CHL13414,,,,Bulk GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,17910.04,12635.57,,1,0.2517756833702328,,,0.1948435932937685,,,HAKAI,Results,Technicianm,,1: CHL QCd by CM2: Event metadata QCd by CM
,11333947,1,2021-01-11,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505000000001,-127.9516,51.651099,-127.948051,,0,,250,2021-01-11T17:47:59.000Z,2021-01-11T19:58:19.000Z,2021-06-13T02:32:47.000Z,chris.mackenzie;chris.osullivan;jonathan.bergshoeff,,CHL13415,,,,3um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,4753.57,3222.95,,1,0.07306381427520599,,,0.040855193551448676,,,HAKAI,Results,Technicianm,,1: CHL QCd by CM2: Event metadata QCd by CM
,11333947,1,2021-01-11,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505000000001,-127.9516,51.651099,-127.948051,,0,,250,2021-01-11T17:47:59.000Z,2021-01-11T19:58:19.000Z,2021-06-13T01:33:18.000Z,chris.mackenzie;chris.osullivan;jonathan.bergshoeff,,CHL13416,,,,GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,6679.28,5101.63,,1,0.07530878114181098,,,0.10501440969226843,,,HAKAI,Results,Technicianm,,1: CHL QCd by CM2: Event metadata QCd by CM
,11333947,1,2021-01-11,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505000000001,-127.9516,51.651099,-127.948051,,5,,250,2021-01-11T17:47:59.000Z,2021-01-11T19:58:19.000Z,2021-06-13T01:34:46.000Z,chris.mackenzie;chris.osullivan;jonathan.bergshoeff,,CHL13417,,,,20um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,4366.79,3097.98,,1,0.06056637061486463,,,0.04893542366268221,,,HAKAI,Results,Technicianm,,1: CHL QCd by CM2: Event metadata QCd by CM
,11333947,1,2021-01-11,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505000000001,-127.9516,51.651099,-127.948051,,5,,250,2021-01-11T17:47:59.000Z,2021-01-11T19:58:19.000Z,2021-06-13T01:23:02.000Z,chris.mackenzie;chris.osullivan;jonathan.bergshoeff,,CHL13418,,,,3um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,4991.21,3517.76,,1,0.07033481670421285,,,0.05400460183231203,,,HAKAI,Results,Technicianm,,1: CHL QCd by CM2: Event metadata QCd by CM
,11333947,1,2021-01-11,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505000000001,-127.9516,51.651099,-127.948051,,5,,250,2021-01-11T17:47:59.000Z,2021-01-11T19:58:19.000Z,2021-06-13T01:22:25.000Z,chris.mackenzie;chris.osullivan;jonathan.bergshoeff,,CHL13419,,,,GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,6766.3,4880.05,,1,0.09003973532072448,,,0.08245144640547857,,,HAKAI,Results,Technicianm,,1: CHL QCd by CM2: Event metadata QCd by CM
,11333947,1,2021-01-11,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505000000001,-127.9516,51.651099,-127.948051,,5,,250,2021-01-11T17:47:59.000Z,2021-01-11T19:58:19.000Z,2021-06-13T01:15:44.000Z,chris.mackenzie;chris.osullivan;jonathan.bergshoeff,,CHL13420,,,,Bulk GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,11107.87,7692.19,,1,0.16304674520360088,,,0.10884287542784381,,,HAKAI,Results,Technicianm,,1: CHL QCd by CM2: Event metadata QCd by CM
,11333947,1,2021-01-11,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505000000001,-127.9516,51.651099,-127.948051,,10,11.6403346,250,2021-01-11T17:47:59.000Z,2021-01-11T19:58:19.000Z,2021-06-13T01:29:28.000Z,chris.mackenzie;chris.osullivan;jonathan.bergshoeff,,CHL13421,,,,20um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,3995.95,2881.23,,1,0.053210917829936644,,,0.04862958944457656,,,HAKAI,Results,Technicianm,,1: CHL QCd by CM2: Event metadata QCd by CM
,11333947,1,2021-01-11,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505000000001,-127.9516,51.651099,-127.948051,,10,11.6403346,250,2021-01-11T17:47:59.000Z,2021-01-11T19:58:19.000Z,2021-06-13T01:18:38.000Z,chris.mackenzie;chris.osullivan;jonathan.bergshoeff,,CHL13422,,,,3um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,3896.06,2632.14,,1,0.06033294752369521,,,0.03270317691535934,,,HAKAI,Results,Technicianm,,1: CHL QCd by CM2: Event metadata QCd by CM
,11333947,1,2021-01-11,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505000000001,-127.9516,51.651099,-127.948051,,10,11.6403346,250,2021-01-11T17:47:59.000Z,2021-01-11T19:58:19.000Z,2021-06-13T01:25:43.000Z,chris.mackenzie;chris.osullivan;jonathan.bergshoeff,,CHL13423,,,,GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,5958.08,4534.94,,1,0.0679332797478255,,,0.09235957783712287,,,HAKAI,Results,Technicianm,,1: CHL QCd by CM2: Event metadata QCd by CM
,11333947,1,2021-01-11,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505000000001,-127.9516,51.651099,-127.948051,,10,11.6403346,250,2021-01-11T17:47:59.000Z,2021-01-11T19:58:19.000Z,2021-06-13T01:21:49.000Z,chris.mackenzie;chris.osullivan;jonathan.bergshoeff,,CHL13424,,,,Bulk GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,15253.88,10968.71,,1,0.20455166208313263,,,0.18315046185248707,,,HAKAI,Results,Technicianm,,1: CHL QCd by CM2: Event metadata QCd by CM
,11333947,1,2021-01-11,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505000000001,-127.9516,51.651099,-127.948051,,20,,250,2021-01-11T17:47:59.000Z,2021-01-11T19:58:19.000Z,2021-06-13T01:30:04.000Z,chris.mackenzie;chris.osullivan;jonathan.bergshoeff,,CHL13425,,,,20um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,3278.51,2374.11,,1,0.04317133817047752,,,0.04074440848129775,,,HAKAI,Results,Technicianm,,1: CHL QCd by CM2: Event metadata QCd by CM
,11333947,1,2021-01-11,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505000000001,-127.9516,51.651099,-127.948051,,20,,250,2021-01-11T17:47:59.000Z,2021-01-11T19:58:19.000Z,2021-06-13T01:34:00.000Z,chris.mackenzie;chris.osullivan;jonathan.bergshoeff,,CHL13426,,,,3um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,2940.59,1967.35,,1,0.046457400664568264,,,0.023080929141283207,,,HAKAI,Results,Technicianm,,1: CHL QCd by CM2: Event metadata QCd by CM
,11333947,1,2021-01-11,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505000000001,-127.9516,51.651099,-127.948051,,20,,250,2021-01-11T17:47:59.000Z,2021-01-11T19:58:19.000Z,2021-06-10T22:11:04.000Z,chris.mackenzie;chris.osullivan;jonathan.bergshoeff,,CHL13427,,,,GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,4683.26,3662.36,,1,0.04873244044475951,,,0.08071803737960233,,,HAKAI,Results,Technicianm,,1: CHL QCd by CM2: Event metadata QCd by CM
,11333947,1,2021-01-11,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505000000001,-127.9516,51.651099,-127.948051,,20,,250,2021-01-11T17:47:59.000Z,2021-01-11T19:58:19.000Z,2021-06-13T01:16:52.000Z,chris.mackenzie;chris.osullivan;jonathan.bergshoeff,,CHL13428,,,,Bulk GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,13543.77,10146.55,,1,0.1621655611007404,,,0.1964763380486546,,,HAKAI,Results,Technicianm,,1: CHL QCd by CM2: Event metadata QCd by CM
,11333947,1,2021-01-11,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505000000001,-127.9516,51.651099,-127.948051,,30,31.1352474,250,2021-01-11T17:47:59.000Z,2021-01-11T19:58:19.000Z,2021-06-13T01:15:01.000Z,chris.mackenzie;chris.osullivan;jonathan.bergshoeff,,CHL13429,,,,20um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,2646.38,1920.7,,1,0.03464017766867771,,,0.033249252304686956,,,HAKAI,Results,Technicianm,,1: CHL QCd by CM2: Event metadata QCd by CM
,11333947,1,2021-01-11,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505000000001,-127.9516,51.651099,-127.948051,,30,31.1352474,250,2021-01-11T17:47:59.000Z,2021-01-11T19:58:19.000Z,2021-06-13T01:17:25.000Z,chris.mackenzie;chris.osullivan;jonathan.bergshoeff,,CHL13430,,,,3um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,3475.17,2543.65,,1,0.044465905498190204,,,0.0454424344569038,,,HAKAI,Results,Technicianm,,1: CHL QCd by CM2: Event metadata QCd by CM
,11333947,1,2021-01-11,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505000000001,-127.9516,51.651099,-127.948051,,30,31.1352474,250,2021-01-11T17:47:59.000Z,2021-01-11T19:58:19.000Z,2021-06-13T02:33:27.000Z,chris.mackenzie;chris.osullivan;jonathan.bergshoeff,,CHL13431,,,,GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,5138.81,4268.56,,1,0.04154119531496911,,,0.1093361437838519,,,HAKAI,Results,Technicianm,,1: CHL QCd by CM2: Event metadata QCd by CM
