action,event_pk,rn,date,work_area,organization,project,survey,sampling_bout,site_id,source,project_specific_id,hakai_id,line_out_depth,pressure_transducer_depth,collected,preserved,analyzed,acidified,volume,lab_technician,filter_portion,pre_weight_mg,post_weight_mg,filter_size_mm,filter_type,extraction_duration,extraction_method,initial_extraction_volume,volume_filtered_ml,final_extraction_volume,tac_peak,_19_but,_19_hex,alpha_carotene,alloxanthin,antheraxanthin,beta_carotene,c2mgdg,chl_a,chl_b,chl_c1,chl_c1_c2,chl_c2,chl_c3,chl_ide_a,chla_allomer,chla_prime,diadinoxanthin,diatoxanthin,dv_chl_a,fuco,gyroxanthin_diester,lutein,me_chlide,mgdvp,neoxanthin,peri,phbide,phphyt,prasinoxanthin,violaxanthin,zeaxanthin,total_chl_a,all_chl_a,all_chl_a_flag,analyzing_lab,row_flag,quality_level,comments,quality_log
,762,1,2015-04-14,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY,OCEANOGRAPHY","QOMA1,QOMA2,QOMA",1,QU39,M,,QX12,0,,2015-04-14 08:33:48,2015-04-14 09:15:19,2018-01-24 00:00:00,,1000,"Kate,Katie,Other",1,,,,,24 hr,soak+sonic,10,1000,10.68010228,246422,0,0,,0.11499685,,0.131618409,0,4.69027784,0.070022525,0.457157931,,1.239960346,0.123280643,1.63047294,,,0.179816668,0.081175694,0,3.130053547,,0,1.003909774,0.149797528,0,0,2.420789913,0,0,0,0,7.324660554,,,DFO-IOS,Results,Technicianmr,,"1: Checked by KP2: Analyzed by Nina Nemcek at DFO-IOS"
,762,1,2015-04-14,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY,OCEANOGRAPHY","QOMA1,QOMA2,QOMA",1,QU39,M,,QX18,5,,2015-04-14 08:33:48,2015-04-14 09:15:19,2018-05-28 00:00:00,,1000,"Kate,Katie,Other",1,,,,,,,,1000,,,0,0.01882206,0.015444124,0.024336743,6.73525E-18,0.096992745,,1.503577123,0.011264641,,0.473596954,,0,0.385658719,0.070704188,0.05919157,0.045246955,0.013268987,,0.83894358,0,0,,,0.008885338,0.05425046,,,0,0.025272667,0.003128387,1.889235843,2.019131601,,USC,Results,Technicianmr,,"1: Checked by KP2: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD"
,762,1,2015-04-14,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY,OCEANOGRAPHY","QOMA1,QOMA2,QOMA",1,QU39,M,,QX16,10,,2015-04-14 08:33:48,2015-04-14 09:15:19,,,1000,"Kate,Katie,Other",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technician,,1: Checked by KP
,762,1,2015-04-14,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY,OCEANOGRAPHY","QOMA1,QOMA2,QOMA",1,QU39,M,,QX13,30,,2015-04-14 08:33:48,2015-04-14 09:15:19,,,1000,"Kate,Katie,Other",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technician,,1: Checked by KP
,890,1,2015-04-22,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY,OCEANOGRAPHY","QOMA,QOMA2,QOMA1",1,QU39,M,,QX76,0,,2015-04-22 08:24:33,2015-04-22 11:10:52,2018-01-24 00:00:00,,1000,"Kate,Katie",1,,,,,24 hr,soak+sonic,5,1000,5.674004145,246422,0,0,,0.061550133,,0.076326137,0,8.032821264,0,0.405365979,,0.953275977,0.065918355,0.129743152,,,0.288317747,0.056198056,0,4.019676287,,0,0.144809079,0.075266771,0,0,0,0,0,0,0,8.307373495,,,DFO-IOS,Results,Technicianmr,,"1: Checked by KP2: Analyzed by Nina Nemcek at DFO-IOS"
,890,1,2015-04-22,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY,OCEANOGRAPHY","QOMA,QOMA2,QOMA1",1,QU39,M,,QX75,5,,2015-04-22 08:24:33,2015-04-22 11:10:52,2018-05-28 00:00:00,,1000,"Kate,Katie",1,,,,,,,,1000,,,0.044741922,0,0.035356995,0.039791315,7.3128E-18,0.197592944,,4.009848891,0.04477304,,1.176037643,,0,0.593750584,0.544513574,0.144712809,0.145626772,0.015231235,,2.362359584,0,0,,,0.005273079,0,,,0.009043139,0.030258955,0.011420088,4.603599475,5.292825858,,USC,Results,Technicianmr,,"1: Checked by KP2: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD"
,890,1,2015-04-22,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY,OCEANOGRAPHY","QOMA,QOMA2,QOMA1",1,QU39,M,,QX77,10,,2015-04-22 08:24:33,2015-04-22 11:10:52,2018-05-28 00:00:00,,1000,"Kate,Katie",1,,,,,,,,1000,,,0.012571292,0,0,0.007572111,4.669E-18,0.049290627,,1.050999183,0.010490853,,0.221057588,,0,0.147725755,0.162738262,0.034154621,0.036699754,0.002816474,,0.55830614,0,0,,,0.008973725,0,,,0.00511864,0.010979478,0.006174451,1.198724938,1.395617821,,USC,Results,Technicianmr,,"1: Checked by KP2: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD"
,890,1,2015-04-22,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY,OCEANOGRAPHY","QOMA,QOMA2,QOMA1",1,QU39,M,,QX78,30,,2015-04-22 08:24:33,2015-04-22 11:10:52,2018-05-28 00:00:00,,1000,"Kate,Katie",1,,,,,,,,1000,,,0.000863383,0.001983814,0,0.003083222,3.54634E-18,0,,0.125080433,0,,0.010743201,,0.003281021,0,0.012518513,0.005246749,0.005388267,0.001455404,,0.067991064,0,0,,,0,0,,,0,0.007673918,0,0.132852574,0.150617836,,USC,Results,Technicianmr,,"1: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD2: Collected from different niskin than other PP samples3: Checked by KP"
,1077,1,2015-05-01,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY","QOMA2,QOMA1",1,QU39,M,,QX5,0,,2015-05-01 07:32:56,2015-05-01 07:32:59,2018-01-24 00:00:00,,1000,"Kate,Katie,Other",1,,,,,24 hr,soak+sonic,5,1000,5.602792051,246422,0.030669154,0,,0.032604124,,0.053124123,0,5.778763976,0,0.367948348,,0.829911144,0.084168742,0.341527944,,,0.181111153,0.043513103,0,3.481638421,,0,0.117118874,0.053983477,0,0.053534041,0,0,0,0,0.025373725,6.237410794,,,DFO-IOS,Results,Technicianmr,,"1: Checked by KP2: Analyzed by Nina Nemcek at DFO-IOS"
,1077,1,2015-05-01,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY","QOMA2,QOMA1",1,QU39,M,,QX20,5,,2015-05-01 07:32:56,2015-05-01 07:32:59,2018-05-28 00:00:00,,1000,"Kate,Katie,Other",1,,,,,,,,1000,,,0.023638314,0,0.01863752,0.028004494,5.58486E-18,0.160394786,,3.094335426,0.03013448,,0.660107714,,0,0.687169191,0.68970093,0.123262252,0.112570872,0.012336231,,1.861688212,0,0,,,0.005151176,0.139437417,,,0,0.028557042,0.010122705,3.781504617,4.594467799,,USC,Results,Technicianmr,,"1: Checked by KP2: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD"
,1077,1,2015-05-01,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY","QOMA2,QOMA1",1,QU39,M,,QX19,10,,2015-05-01 07:32:56,2015-05-01 07:32:59,,,1000,"Kate,Katie,Other",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technician,,1: Checked by KP
,1077,1,2015-05-01,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY","QOMA2,QOMA1",1,QU39,M,,QX15,30,,2015-05-01 07:32:56,2015-05-01 07:32:59,,,1000,"Kate,Katie,Other",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technician,,1: Checked by KP
,1134,1,2015-05-05,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY","QOMA2,QOMA1",1,QU39,M,,QX22,0,,2015-05-05 07:51:55,2015-05-05 10:20:46,2018-01-24 00:00:00,,1000,Other,1,,,,,24 hr,soak+sonic,5,1000,5.572157978,246422,0,0,,0.047475557,,0.033469299,0,3.433605071,0,0.178500145,,0.423837733,0,0.169013252,,,0.137448748,0.052386705,0,1.733443301,,0,0.083545399,0.031605639,0,0,0,0,0.021600929,0,0,3.686163723,,,DFO-IOS,Results,Technicianmr,,"1: Checked by KP2: Analyzed by Nina Nemcek at DFO-IOS"
,1134,1,2015-05-05,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY","QOMA2,QOMA1",1,QU39,M,,QX28,5,,2015-05-05 07:51:55,2015-05-05 10:20:46,2018-05-28 00:00:00,,1000,Other,1,,,,,,,,1000,,,0.017324243,0,0,0.030005659,4.50967E-18,0.07103761,,1.339113258,0.011384331,,0.268016251,,0,0.303742285,0.277147235,0.055253168,0.06419376,0.013963473,,0.777176925,0.003241784,0,,,0.024449574,0.078048873,,,0,0.010888383,0.013034833,1.642855542,1.975255945,,USC,Results,Technicianmr,,"1: Checked by KP2: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD"
,1134,1,2015-05-05,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY","QOMA2,QOMA1",1,QU39,M,,QX21,10,,2015-05-05 07:51:55,2015-05-05 10:20:46,,,1000,Other,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technician,,1: Checked by KP
,1134,1,2015-05-05,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY","QOMA2,QOMA1",1,QU39,M,,QX30,30,,2015-05-05 07:51:55,2015-05-05 10:20:46,,,1000,Other,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technician,,1: Checked by KP
,1192,1,2015-05-13,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY","QOMA2,QOMA1",1,QU39,M,,QX81,0,,2015-05-13 07:24:01,2015-05-13 14:19:07,2018-05-28 00:00:00,,1000,"Kate,Other",1,,,,,,,,1000,,,0.001255752,0.016330854,0,0.004647334,4.32323E-18,0.012322823,,0.329082474,0.017813973,,0.046062172,,0,0.032283138,0.045275477,0.027272885,0.016875978,0.003862722,,0.125699617,0.002119513,0,,,0.002497646,0.00725707,,,0.002090803,0.002110573,0.00401828,0.361365612,0.433913975,,USC,Results,Technicianmr,,"1: Checked by KP2: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD"
,1192,1,2015-05-13,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY","QOMA2,QOMA1",1,QU39,M,,QX82,5,,2015-05-13 07:24:01,2015-05-13 14:19:07,2018-05-28 00:00:00,,1000,"Kate,Other",1,,,,,,,,1000,,,0.009311472,0.023804663,0,0.010315276,4.22929E-18,0.02393292,,0.499158243,0.014031625,,0.100592331,,0.049985688,0,0.083184348,0.031200452,0.028158571,0.006169532,,0.25281865,0.002767393,0,,,0.009831089,0.028066584,,,0.003461636,0.004777229,0.004260986,0.617565248,0.731950048,,USC,Results,Technicianmr,,"1: Checked by KP2: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD"
,1192,1,2015-05-13,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY","QOMA2,QOMA1",1,QU39,M,,QX84,10,,2015-05-13 07:24:01,2015-05-13 14:19:07,2018-01-24 00:00:00,,1000,"Kate,Other",1,,,,,24 hr,soak+sonic,5,1000,5.507572236,246422,0.03056958,0.017039197,,0.053190757,,0.044473489,0,5.151713664,0.053287438,0.185425302,,0.731901597,0.229101948,0.169473318,,,0.141199742,0.016362215,0,2.770837002,,0,0,0.053465964,0,0.066102848,0.521881074,0,0,0,0,5.321186982,,,DFO-IOS,Results,Technicianmr,,"1: QX81 and QX84 were both 0m samples. No 10m sample. After comparing with CTD fluorescence and extracted Chl, QX84 appears to be the 10m sample. Depth label was switched. Use with caution. Updated 2018-08-23. JD2: Checked by KP3: Analyzed by Nina Nemcek at DFO-IOS"
,1192,1,2015-05-13,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY","QOMA2,QOMA1",1,QU39,M,,QX83,30,,2015-05-13 07:24:01,2015-05-13 14:19:07,,,1000,"Kate,Other",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technician,,1: Checked by KP
,1341,1,2015-05-21,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY,OCEANOGRAPHY","QOMA,QOMA1,QOMA2",1,QU39,M,,QX43,0,,2015-05-21 07:46:54,2015-05-21 11:46:55,2018-01-24 00:00:00,,1000,"Katie,Rebecca,Other",1,,,,,24 hr,soak+sonic,5,1000,5.767657192,246422,0,0.048101997,,0.047844805,,0,0,1.166781227,0,0.056113127,,0.166136015,0.095729435,0,,,0.060103027,0.028284242,0,0.29588981,,0,0,0,0,0,0,0,0,0,0,1.166781227,,,DFO-IOS,Results,Technicianmr,,"1: Checked by KP2: Analyzed by Nina Nemcek at DFO-IOS"
,1341,1,2015-05-21,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY,OCEANOGRAPHY","QOMA,QOMA1,QOMA2",1,QU39,M,,QX41,5,,2015-05-21 07:46:54,2015-05-21 11:46:55,2018-05-28 00:00:00,,1000,"Katie,Rebecca,Other",1,,,,,,,,1000,,,0.0202035,0.033202117,0.018961714,0.016094869,4.69861E-18,0.01613683,,0.351777626,0.024780116,,0.084244426,,0.050559778,0,0.03466452,0.027670863,0.019407631,0.005862969,,0.123641065,0,0.000777298,,,0.008635088,0.026633721,,,0.006112207,0.004771885,0.002743468,0.471544545,0.533879927,,USC,Results,Technicianmr,,"1: Checked by KP2: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD"
,1341,1,2015-05-21,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY,OCEANOGRAPHY","QOMA,QOMA1,QOMA2",1,QU39,M,,QX42,10,,2015-05-21 07:46:54,2015-05-21 11:46:55,2018-05-28 00:00:00,,1000,"Katie,Rebecca,Other",1,,,,,,,,1000,,,0.013884594,0.033242876,0.041355751,0.034833389,4.40056E-18,0.041645482,,0.903958958,0.043450664,,0.137921369,,0.079928948,0,0.058573609,0.049395685,0.02909663,0.005798148,,0.317486128,0,0.001450715,,,0.01124023,0.03489898,,,0.008605291,0.009618657,0.005086729,1.093296099,1.201265393,,USC,Results,Technicianmr,,"1: Checked by KP2: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD"
,1341,1,2015-05-21,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY,OCEANOGRAPHY","QOMA,QOMA1,QOMA2",1,QU39,M,,QX40,30,,2015-05-21 07:46:54,2015-05-21 11:46:55,2018-05-28 00:00:00,,1000,"Katie,Rebecca,Other",1,,,,,,,,1000,,,0.001599854,0.001300172,0,0.008325698,3.92727E-18,0.010913412,,0.309724667,0,,0.045277556,,0.021920517,0,0.060781694,0.020637744,0.008078022,0.000822579,,0.172061791,0.00175476,0,,,0,0.010092485,,,0.001901051,0.003819282,0,0.361650385,0.443069823,,USC,Results,Technicianmr,,"1: Checked by KP2: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD"
,1408,1,2015-05-26,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY,OCEANOGRAPHY","QOMA2,QOMA1,QOMA",1,QU39,M,,QX85,0,,2015-05-26 06:40:03,2015-05-26 13:38:37,2018-01-24 00:00:00,,1000,Kate,1,,,,,24 hr,soak+sonic,5,1000,5.542704706,246422,0,0.026749372,,0.057800398,,0,0,0.857606975,0.070975346,0.019455198,,0.090324458,0.056294479,0,,,0.045931787,0.01902407,0,0.236824947,,0,0,0,0,0,0,0,0,0,0.018902447,0.857606975,,,DFO-IOS,Results,Technicianmr,,"1: Slb was only 900 ml in the sterivex.2: Checked by KP3: Analyzed by Nina Nemcek at DFO-IOS"
,1408,1,2015-05-26,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY,OCEANOGRAPHY","QOMA2,QOMA1,QOMA",1,QU39,M,,QX86,5,,2015-05-26 06:40:03,2015-05-26 13:38:37,2018-05-28 00:00:00,,1000,Kate,1,,,,,,,,1000,,,0.001709759,0.005672356,0.012644968,0.009860441,3.88664E-18,0,,0.183010705,0.014588127,,0.026252245,,0.01058156,0,0.025442442,0.015214339,0.008644176,0.003244216,,0.070732094,0,0,,,0.002436173,0.005917912,,,0.002995375,0.001752303,0.005383016,0.208076497,0.248733278,,USC,Results,Technicianmr,,"1: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD2: Slb was only 900 ml in the sterivex.3: Checked by KP"
,1408,1,2015-05-26,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY,OCEANOGRAPHY","QOMA2,QOMA1,QOMA",1,QU39,M,,QX29,10,,2015-05-26 06:40:03,2015-05-26 13:38:37,,,1000,Kate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technician,,"1: Slb was only 900 ml in the sterivex.2: Checked by KP"
,1408,1,2015-05-26,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY,OCEANOGRAPHY","QOMA2,QOMA1,QOMA",1,QU39,M,,QX31,30,,2015-05-26 06:40:03,2015-05-26 13:38:37,,,1000,Kate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technician,,"1: Slb was only 900 ml in the sterivex.2: Checked by KP"
,1545,1,2015-06-03,QUADRA,HAKAI,"OCEANOGRAPHY,OCEANOGRAPHY,OCEANOGRAPHY","QOMA,QOMA2,QOMA1",1,QU39,M,,QX50,0,,2015-06-03 07:10:05,2015-06-03 13:30:23,2018-01-23 00:00:00,,1000,,1,,,,,24 hr,soak+sonic,5,1000,5.721622891,248426,0,0.031773018,,0.096270146,,0,0,0.995324342,0.150989752,0,,0.083319352,0,0,,,0.0490606,0,0,0.242912805,,0,0,0,0,0.046138723,0,0,0.027114336,0,0.050059525,0.995324342,,,DFO-IOS,Results,Technicianmr,,"1: Checked by KP2: Analyzed by Nina Nemcek at DFO-IOS"
